"num","ema_5","ema_20","ema_60","roc_5","roc_20","roc_60","force_5","force_20","force_60","mfm","acdl","target","target(t+1)","target(t+2)","target(t+3)"
0.44881889763779526,0.40607559614408933,0.3580190920478598,0.17113949868498726,0.326946596004892,0.6162095044587426,0.3605624477828397,0.4457489870220012,0.6147226004451111,0.7233227550426803,0.9159999999999999,0.6671087343403026,0.43269621797478636,0.4292395282635219,0.4166327775518504,0.45241968279788547
0.4503937007874016,0.41495433789954345,0.3663124703036587,0.17776823573613856,0.4044367441228428,0.654678857658878,0.418147138105522,0.468255135060061,0.6244126974507677,0.7343293352651544,0.96,0.6907913482047213,0.4292395282635219,0.4166327775518504,0.45241968279788547,0.44753965026433506
0.4519685039370079,0.4196685269744631,0.37348278692065134,0.18402125489775104,0.41011006930289445,0.6989502201151372,0.4992985166385548,0.4569765230702787,0.6079242136481112,0.7229136798251019,0.463,0.6889870133486502,0.4166327775518504,0.45241968279788547,0.44753965026433506,0.475193167954453
0.45354330708661417,0.41846355487908,0.37866614833052553,0.1895228382802855,0.39064410925397475,0.6488316965797494,0.5238583161246592,0.4411204689512463,0.584994849382219,0.7048743563317804,0.4655,0.6872878424970391,0.45241968279788547,0.44753965026433506,0.475193167954453,0.4491663277755184
0.45511811023622045,0.4300481988838154,0.3870027212647403,0.1963931082604261,0.4558703628210355,0.7195394514053505,0.5373362548670335,0.4938349454743709,0.6250615467697079,0.740547239569416,0.8965000000000001,0.7186782457413563,0.44753965026433506,0.475193167954453,0.4491663277755184,0.4495729971533145
0.4566929133858268,0.4360730593607306,0.39404345384648604,0.2028339863668078,0.3939393939393939,0.6430748391466306,0.5098128852247111,0.46456806458292693,0.5994193165979258,0.7209857198875429,0.48,0.715841505261164,0.475193167954453,0.4491663277755184,0.4495729971533145,0.398739324928833
0.4582677165354331,0.44968713005242694,0.40320072567059745,0.21026783318125689,0.45804457127327086,0.6594649508973924,0.5545028926336366,0.49318901812689814,0.6224706464414567,0.7424671082890532,0.735,0.7323572334221806,0.4491663277755184,0.4495729971533145,0.398739324928833,0.4017893452623017
0.45984251968503936,0.44972940977507186,0.4088592285430436,0.21630615640598969,0.43093490963446124,0.4862625578507732,0.5163863360499393,0.45237810832686537,0.5857753265450276,0.7129720072168535,0.09300000000000003,0.7116189071379891,0.4495729971533145,0.398739324928833,0.4017893452623017,0.38836925579503867
0.46141732283464565,0.4498985286656519,0.4140209926137099,0.22218345767806333,0.35765729039271643,0.46095496105655265,0.4747387171524505,0.4498522763738623,0.5762918136064152,0.7051612383275818,0.14950000000000002,0.6933318261524238,0.398739324928833,0.4017893452623017,0.38836925579503867,0.3718991459943066
0.462992125984252,0.4324158633519364,0.41354585115113823,0.22567226665235338,0.2640644109253975,0.3588892651540806,0.4864826520800164,0.35726498279468827,0.4803601348342253,0.6213034279507776,0.2975,0.6736670301966199,0.4017893452623017,0.38836925579503867,0.3718991459943066,0.351769011793412
0.4645669291338583,0.42180365296803657,0.4134162671158914,0.22916107562664342,0.2164016850115505,0.3429280957218648,0.4521809038888977,0.3888631215406707,0.48324121386810137,0.6185291631641537,0.3895,0.6681183045836423,0.38836925579503867,0.3718991459943066,0.351769011793412,0.36376575843838976
0.46614173228346456,0.41007102993404354,0.411969245388968,0.23197895979818559,0.23974045386601442,0.30574556947736764,0.40208395731197877,0.3941512470155708,0.47068710165718486,0.6026025977329207,0.4205,0.6639162033176168,0.3718991459943066,0.351769011793412,0.36376575843838976,0.3436356242374949
0.46771653543307085,0.3965415186876373,0.4089672152390825,0.23396489721431993,0.20546269873624134,0.27124957670165933,0.4007755726153507,0.3890884695044663,0.4510760081150471,0.5799893965679989,0.5145,0.6649468340929319,0.351769011793412,0.36376575843838976,0.3436356242374949,0.3611224074827165
0.4692913385826772,0.38055978352781994,0.4042158006133645,0.23503837689871707,0.2649137111020519,0.2619934529856643,0.375411825906017,0.39158840171997183,0.43897818496965485,0.5630491085686887,0.3645,0.6591874032037377,0.36376575843838976,0.3436356242374949,0.3611224074827165,0.3857259048393657
0.47086614173228347,0.3740487062404871,0.40114897844585556,0.2365680854489828,0.2838361190379128,0.2499379162433683,0.43255513343947544,0.41529077443147944,0.4492072402901128,0.5651607617577605,0.4335,0.6572714596417543,0.3436356242374949,0.3611224074827165,0.3857259048393657,0.39243594957299727
0.47244094488188976,0.36273888043294444,0.3963327718025141,0.23721217325962102,0.26899035194999327,0.21318433231741735,0.46152876081781924,0.40943247102648644,0.437648574120851,0.5490221553792145,0.3315,0.650277622176047,0.3611224074827165,0.3857259048393657,0.39243594957299727,0.3932492883285888
0.47401574803149604,0.3612590901403686,0.3937410910975768,0.23855402286511715,0.34043348281016445,0.25415961169432216,0.4588331730693444,0.43359630087183,0.4541632890412354,0.5569737428075927,0.6565,0.6565131365321887,0.3857259048393657,0.39243594957299727,0.3932492883285888,0.4007726718178121
0.4755905511811024,0.3688060206325046,0.3938706751328237,0.24094251516290038,0.4367780948498437,0.29648944576137265,0.5028295789523465,0.4600319967666954,0.47902814315355585,0.573332531443991,0.857,0.6748112335113595,0.39243594957299727,0.3932492883285888,0.4007726718178121,0.36071573810492075
0.47716535433070867,0.376162692372738,0.39469137402272036,0.2435457033975629,0.4248878923766816,0.31028332768935546,0.5435944322713874,0.45925431651244897,0.48384247566602967,0.5737090064490942,0.804,0.6864112815219828,0.3932492883285888,0.4007726718178121,0.36071573810492075,0.39609597397315977
0.47874015748031495,0.38134195839675294,0.39549047557340944,0.246068380655896,0.4711577660008153,0.30524889942431427,0.5819159165786528,0.45460447606829996,0.48422834723684927,0.5706053056730338,0.464,0.6850631528637087,0.4007726718178121,0.36071573810492075,0.39609597397315977,0.38226921512810097
0.48031496062992124,0.38738795873499077,0.397002289317956,0.2488594278353281,0.4485663813018073,0.2822214696918388,0.5976007692671469,0.45703169003925753,0.4898886051420162,0.572242747646874,0.768,0.6968997220610955,0.36071573810492075,0.39609597397315977,0.38226921512810097,0.3857259048393657
0.4818897637795276,0.37755792322002363,0.3943026219169798,0.2498255595512854,0.31053811659192826,0.2320577943334462,0.5053517663193404,0.39260553552770006,0.4315461728300967,0.5183897817633409,0.258,0.6771284712821757,0.39609597397315977,0.38226921512810097,0.3857259048393657,0.3525823505490036
